frame,episode,ep_return,ep_len,loss
238206,450,56.0,697,0.09586898982524872
239033,451,60.0,827,0.03968559950590134
239630,452,58.0,597,0.04452463611960411
240075,453,43.0,445,0.07527686655521393
240668,454,49.0,593,0.028001178056001663
241103,455,37.0,435,0.06760679185390472
241538,456,33.0,435,0.04897131025791168
242233,457,71.0,695,0.2737503945827484
242682,458,36.0,449,0.07966531068086624
243517,459,74.0,835,0.17605876922607422
244170,460,45.0,653,0.05800555646419525
244655,461,31.0,485,0.07659195363521576
245206,462,51.0,551,0.07619541138410568
245621,463,39.0,415,0.06572230160236359
246322,464,69.0,701,0.04466897249221802
246751,465,37.0,429,0.05321384593844414
247158,466,35.0,407,0.045204613357782364
247557,467,38.0,399,0.04860564321279526
247936,468,37.0,379,0.0759153887629509
248601,469,59.0,665,0.05156564712524414
249014,470,37.0,413,0.25162598490715027
249531,471,38.0,517,0.07960155606269836
249954,472,39.0,423,0.04321848601102829
250379,473,29.0,425,0.196090430021286
251066,474,59.0,687,0.06747317314147949
251637,475,37.0,571,0.056829094886779785
252132,476,40.0,495,0.1736331284046173
252673,477,45.0,541,0.0883767381310463
253522,478,73.0,849,0.2110556662082672
253945,479,30.0,423,0.06526216864585876
254346,480,35.0,401,0.09889106452465057
254973,481,56.0,627,0.22135964035987854
255904,482,67.0,931,0.2260982245206833
256271,483,29.0,367,0.09396538883447647
257010,484,61.0,739,0.0555090457201004
257719,485,73.0,709,0.08099934458732605
258288,486,36.0,569,0.0557035468518734
258625,487,26.0,337,0.05884402245283127
259064,488,38.0,439,0.06527166068553925
259547,489,36.0,483,0.04943239688873291
259948,490,38.0,401,0.06672077625989914
260489,491,44.0,541,0.09361381083726883
261214,492,73.0,725,0.05510236322879791
261853,493,48.0,639,0.10122130811214447
262594,494,55.0,741,0.2508055865764618
263029,495,33.0,435,0.056182265281677246
263676,496,46.0,647,0.06655563414096832
264323,497,61.0,647,0.072728231549263
265258,498,74.0,935,0.0455799400806427
265799,499,46.0,541,0.06687510758638382
266212,500,30.0,413,0.05294926464557648
266865,501,53.0,653,0.30256032943725586
267546,502,54.0,681,0.043662719428539276
268075,503,32.0,529,0.0770144909620285
268796,504,79.0,721,0.07324434816837311
269417,505,46.0,621,0.026091132313013077
270074,506,46.0,657,0.06975526362657547
270487,507,36.0,413,0.07628105580806732
271206,508,52.0,719,0.18680758774280548
271631,509,39.0,425,0.06623970717191696
272244,510,50.0,613,0.13969874382019043
272717,511,33.0,473,0.07735541462898254
273332,512,56.0,615,0.060447074472904205
274099,513,63.0,767,0.08167600631713867
274606,514,40.0,507,0.051658108830451965
275103,515,33.0,497,0.0754719227552414
275934,516,64.0,831,0.07132260501384735
276693,517,80.0,759,0.15017186105251312
277096,518,35.0,403,0.05412477254867554
277803,519,69.0,707,0.047032296657562256
278204,520,37.0,401,0.046050623059272766
278615,521,35.0,411,0.19859768450260162
279044,522,46.0,429,0.11072603613138199
279557,523,50.0,513,0.28250807523727417
280060,524,41.0,503,0.12519879639148712
280671,525,52.0,611,0.1068611890077591
281300,526,62.0,629,0.08298512548208237
281861,527,43.0,561,0.07115352153778076
282548,528,57.0,687,0.06267796456813812
283199,529,44.0,651,0.43334800004959106
283980,530,58.0,781,0.05648883432149887
284569,531,60.0,589,0.045047327876091
285026,532,42.0,457,0.06303338706493378
285957,533,79.0,931,0.3224043548107147
286528,534,53.0,571,0.0529744029045105
286987,535,32.0,459,0.10495186597108841
287368,536,32.0,381,0.08256162703037262
287909,537,53.0,541,0.0633479580283165
288404,538,37.0,495,0.339732825756073
288939,539,43.0,535,0.4694198668003082
289660,540,49.0,721,0.05554027855396271
290175,541,56.0,515,0.06646168231964111
290844,542,66.0,669,0.07569989562034607
291725,543,84.0,881,0.08076987415552139
292320,544,57.0,595,0.07185468077659607
292735,545,46.0,415,0.07638270407915115
293264,546,46.0,529,0.1300387680530548
293677,547,32.0,413,0.029765743762254715
294214,548,41.0,537,0.09628444910049438
294833,549,41.0,619,0.028361521661281586
295338,550,43.0,505,0.1727440059185028
295877,551,43.0,539,0.0838191881775856
296230,552,28.0,353,0.19838908314704895
296927,553,59.0,697,0.06177974119782448
297676,554,64.0,749,0.0612545944750309
298401,555,69.0,725,0.06381867825984955
298998,556,59.0,597,0.0727870836853981
299443,557,39.0,445,0.04178917035460472
