frame,episode,ep_return,ep_len,loss
234594,450,28.0,447,0.27235147356987
234979,451,23.0,385,0.07918056845664978
235430,452,27.0,451,0.09348617494106293
235855,453,37.0,425,0.05312389135360718
236304,454,30.0,449,0.32445821166038513
236851,455,33.0,547,0.05997815728187561
237284,456,25.0,433,0.07398258149623871
237769,457,28.0,485,0.08910530060529709
238206,458,30.0,437,0.08395794779062271
238567,459,19.0,361,0.029724812135100365
239044,460,32.0,477,0.10131217539310455
239737,461,41.0,693,0.10024534910917282
240220,462,32.0,483,0.06790462136268616
240615,463,19.0,395,0.31236332654953003
241054,464,27.0,439,0.058283787220716476
241609,465,31.0,555,0.12473180890083313
242020,466,23.0,411,0.10125331580638885
242487,467,28.0,467,0.48216477036476135
243034,468,31.0,547,0.11935611069202423
243529,469,34.0,495,0.050989098846912384
244206,470,48.0,677,0.0471070297062397
244669,471,23.0,463,0.06594571471214294
245448,472,58.0,779,0.16444072127342224
246187,473,29.0,739,0.2700061798095703
246676,474,21.0,489,0.09970865398645401
247307,475,41.0,631,0.05127396807074547
247808,476,40.0,501,0.08210323005914688
248435,477,33.0,627,0.07231546938419342
248908,478,26.0,473,0.08500481396913528
249381,479,32.0,473,0.1558481603860855
250032,480,34.0,651,0.06416098028421402
250617,481,36.0,585,0.06703303754329681
251048,482,25.0,431,0.08611467480659485
251869,483,66.0,821,0.1518699675798416
252550,484,43.0,681,0.1014062687754631
252987,485,27.0,437,0.10788629949092865
253338,486,17.0,351,0.07246028631925583
253787,487,31.0,449,0.13252925872802734
254260,488,33.0,473,0.19137218594551086
254741,489,25.0,481,0.06853657960891724
255684,490,45.0,943,0.08414416760206223
256165,491,43.0,481,0.05886406451463699
256614,492,37.0,449,0.09062275290489197
257111,493,34.0,497,0.07154686003923416
257828,494,47.0,717,0.07595386356115341
258171,495,18.0,343,0.05452423170208931
258772,496,36.0,601,0.06899577379226685
259289,497,37.0,517,0.03655371069908142
259732,498,28.0,443,0.05636190250515938
260179,499,28.0,447,0.06159725785255432
260838,500,46.0,659,0.08576750755310059
261293,501,23.0,455,0.17613887786865234
261690,502,21.0,397,0.0974447950720787
262171,503,40.0,481,0.3286791741847992
262722,504,32.0,551,0.16469499468803406
263223,505,27.0,501,0.24003000557422638
263720,506,20.0,497,0.05672900006175041
264251,507,30.0,531,0.09663025289773941
264892,508,41.0,641,0.1013256385922432
265317,509,25.0,425,0.14085236191749573
265866,510,43.0,549,0.30405038595199585
266439,511,33.0,573,0.03909411281347275
266856,512,15.0,417,0.07460922002792358
267459,513,34.0,603,0.29027992486953735
268122,514,49.0,663,0.12640312314033508
268569,515,22.0,447,0.04978162795305252
269180,516,33.0,611,0.05594309791922569
269683,517,27.0,503,0.08136485517024994
270180,518,37.0,497,0.08963701128959656
270753,519,41.0,573,0.07772479951381683
271284,520,36.0,531,0.08196297287940979
271701,521,26.0,417,0.07576142996549606
272084,522,28.0,383,0.1332116425037384
272545,523,28.0,461,0.055041469633579254
272914,524,16.0,369,0.06220747157931328
273417,525,26.0,503,0.05411616340279579
273862,526,32.0,445,0.10108914971351624
274537,527,43.0,675,0.10911756753921509
274896,528,29.0,359,0.1114475429058075
275451,529,39.0,555,0.040094852447509766
275956,530,36.0,505,0.05788152664899826
276463,531,27.0,507,0.09156358242034912
276916,532,30.0,453,0.0692211389541626
277469,533,33.0,553,0.028285514563322067
278134,534,51.0,665,0.05263917148113251
278549,535,25.0,415,0.27297043800354004
279186,536,48.0,637,0.3571922779083252
279731,537,44.0,545,0.10108739137649536
280216,538,28.0,485,0.2983412444591522
280723,539,33.0,507,0.1050882637500763
281180,540,36.0,457,0.12405252456665039
281837,541,54.0,657,0.1288318634033203
282228,542,27.0,391,0.075365349650383
282933,543,55.0,705,0.04465246945619583
283454,544,23.0,521,0.12460348010063171
284019,545,35.0,565,0.15780819952487946
284730,546,44.0,711,0.11932331323623657
285153,547,22.0,423,0.31158167123794556
285718,548,34.0,565,0.38422271609306335
286507,549,58.0,789,0.18539001047611237
287106,550,41.0,599,0.14988166093826294
287679,551,33.0,573,0.13857628405094147
288202,552,33.0,523,0.12240567803382874
288557,553,24.0,355,0.1774013340473175
289022,554,30.0,465,0.06822547316551208
289511,555,40.0,489,0.06618963181972504
290078,556,45.0,567,0.16881263256072998
290689,557,36.0,611,0.208123117685318
291324,558,39.0,635,0.2808223366737366
291803,559,26.0,479,0.4896792769432068
292216,560,27.0,413,0.10467453300952911
292727,561,37.0,511,0.1853189468383789
293208,562,35.0,481,0.09034883975982666
293817,563,45.0,609,0.16750404238700867
294318,564,21.0,501,0.34205758571624756
294903,565,30.0,585,0.05109340697526932
295396,566,34.0,493,0.3465181291103363
296133,567,64.0,737,0.03393041342496872
296600,568,28.0,467,0.08298850059509277
297027,569,27.0,427,0.056617941707372665
297346,570,14.0,319,0.12135850638151169
297811,571,28.0,465,0.07174011319875717
298310,572,37.0,499,0.05951941758394241
299025,573,33.0,715,0.08101621270179749
299550,574,39.0,525,0.09711167216300964
