frame,episode,ep_return,ep_len,loss
281182,542,30.0,461,0.03962934762239456
281771,543,44.0,589,0.06598085910081863
282346,544,26.0,575,0.07941977679729462
282921,545,45.0,575,0.02643144316971302
283596,546,39.0,675,0.027866149321198463
284015,547,26.0,419,0.10066130757331848
284908,548,55.0,893,0.040492698550224304
285431,549,28.0,523,0.047694992274045944
286188,550,51.0,757,0.07645749300718307
286755,551,43.0,567,0.023914989084005356
287244,552,43.0,489,0.026650499552488327
287795,553,39.0,551,0.022714806720614433
288380,554,42.0,585,0.044669829308986664
288797,555,35.0,417,0.035138554871082306
289452,556,58.0,655,0.3280085325241089
290369,557,66.0,917,0.04718402773141861
290780,558,27.0,411,0.06863674521446228
291261,559,34.0,481,0.02053189091384411
291646,560,26.0,385,0.05599916726350784
291975,561,15.0,329,0.17878657579421997
292730,562,37.0,755,0.029254190623760223
293229,563,45.0,499,0.06465236842632294
293638,564,26.0,409,0.01998109184205532
294569,565,77.0,931,0.04776725172996521
295168,566,47.0,599,0.027284041047096252
295897,567,54.0,729,0.027035009115934372
296576,568,52.0,679,0.06751209497451782
297247,569,40.0,671,0.11080460995435715
297740,570,27.0,493,0.039107855409383774
298237,571,37.0,497,0.047147758305072784
298846,572,49.0,609,0.05300004780292511
299477,573,40.0,631,0.0420876070857048
299872,574,30.0,395,0.02859574556350708
